"acousticness","danceability","duration_ms","energy","genre","instrumentalness","key","liveness","loudness","mode","song_name","speechiness","tempo","time_signature","valence"
7.42e-05,0.634,425600,0.991,"psytrance",0.849,6,0.0983,-6.33,0,"",0.168,150.011,4,0.103
0.000148,0.531,466759,0.962,"psytrance",0.636,6,0.311,-6.123,1,"",0.0385,144.987,4,0.268
1.08e-05,0.638,422069,0.966,"psytrance",0.796,10,0.157,-5.836,0,"",0.044,145.003,4,0.337
0.000128,0.655,402766,0.87,"psytrance",0.682,6,0.919,-6.32,1,"",0.052,147.988,4,0.36
0.000481,0.597,459130,0.956,"psytrance",0.846,11,0.224,-6.824,0,"",0.0444,137.996,4,0.0395
0.00047,0.603,428201,0.974,"psytrance",0.767,10,0.144,-6.319,0,"",0.048,138.996,4,0.296
0.000286,0.611,470067,0.917,"psytrance",0.785,7,0.181,-4.871,1,"",0.0405,144.996,4,0.0769
0.000142,0.571,351549,0.918,"psytrance",0.66,10,0.13,-5.528,0,"",0.0445,141.993,4,0.391
0.000556,0.596,505000,0.92,"psytrance",0.754,6,0.174,-6.292,0,"",0.0569,144.008,4,0.2
5.07e-06,0.622,490000,0.969,"psytrance",0.869,11,0.329,-5.459,0,"",0.0466,150.008,4,0.321
0.000284,0.657,425294,0.913,"psytrance",0.86,7,0.666,-5.801,1,"",0.0474,135.992,4,0.0673
0.00017,0.584,225652,0.99,"psytrance",0.688,5,0.424,-4.393,1,"",0.1,137.933,4,0.0948
3.94e-05,0.585,423724,0.985,"psytrance",0.813,1,0.472,-6.357,1,"",0.0437,144.979,4,0.044
0.000734,0.593,472615,0.989,"psytrance",0.678,7,0.153,-6.192,1,"",0.0729,143.007,4,0.0747
1.45e-05,0.571,400035,0.978,"psytrance",0.778,7,0.29,-6.805,1,"",0.0662,150,4,0.583
0.112,0.682,459946,0.939,"psytrance",0.837,11,0.491,-6.275,0,"",0.0696,145.011,4,0.534
5.72e-05,0.667,466286,0.981,"psytrance",0.821,11,0.208,-5.275,0,"",0.0621,140.004,4,0.705
0.000276,0.514,569378,0.975,"psytrance",0.744,1,0.603,-4.237,1,"",0.0473,145.009,4,0.219
0.000738,0.741,512000,0.928,"psytrance",0.727,2,0.845,-7.004,1,"",0.0364,134.983,4,0.578
0.00411,0.745,326000,0.985,"psytrance",0.718,9,0.256,-4.975,1,"",0.0877,140.025,4,0.216
0.0149,0.727,423942,0.605,"psytrance",0.738,2,0.114,-6.529,1,"",0.0523,137.034,4,0.102
9.73e-06,0.561,418000,0.913,"psytrance",0.679,7,0.351,-6.29,1,"",0.0367,148.99,4,0.535
0.00142,0.598,462857,0.963,"psytrance",0.805,0,0.393,-6.265,1,"",0.0517,140.032,4,0.0394
0.000428,0.476,440000,0.984,"psytrance",0.888,0,0.133,-5.198,1,"",0.0908,144.009,4,0.441
0.0443,0.693,427826,0.799,"psytrance",0.778,7,0.13,-6.382,1,"",0.047,137.974,4,0.338
0.000288,0.504,516733,0.984,"psytrance",0.652,1,0.712,-4.124,1,"",0.0703,144.999,4,0.502
5.9e-05,0.641,449189,0.942,"psytrance",0.846,11,0.925,-6.292,0,"",0.0409,148.011,3,0.0738
0.000185,0.6,435745,0.966,"psytrance",0.719,9,0.125,-7.064,1,"",0.0384,140.989,4,0.0388
3.54e-05,0.629,416852,0.983,"psytrance",0.763,0,0.211,-5.254,1,"",0.0605,145.997,4,0.298
0.000308,0.61,244333,0.907,"psytrance",0.645,0,0.744,-9.425,1,"",0.0398,134.063,4,0.676
0.00502,0.649,601739,0.676,"psytrance",0.83,1,0.135,-8.733,1,"",0.0331,138.021,4,0.0691
0.00369,0.793,594627,0.697,"psytrance",0.773,1,0.111,-9.692,1,"",0.0684,134,4,0.0369
0.00325,0.699,467367,0.871,"psytrance",0.752,10,0.112,-7.93,0,"",0.0578,140.008,4,0.111
0.000519,0.537,464250,0.796,"psytrance",0.846,8,0.0481,-9.99,1,"",0.0497,130.007,4,0.18
4.55e-05,0.66,508444,0.991,"psytrance",0.755,11,0.411,-4.768,0,"",0.0518,134.976,4,0.38
6.95e-05,0.671,476735,0.981,"psytrance",0.88,7,0.918,-6.938,1,"",0.0812,147.018,4,0.341
0.000433,0.583,470241,0.922,"psytrance",0.695,8,0.117,-6.988,1,"",0.0503,144.983,4,0.262
0.000463,0.635,450866,0.799,"psytrance",0.64,11,0.137,-9.179,0,"",0.0662,140.029,4,0.0769
1.18e-05,0.665,458037,0.976,"psytrance",0.858,11,0.92,-7.115,1,"",0.0539,148.007,4,0.737
0.0337,0.848,519938,0.591,"psytrance",0.723,8,0.309,-8.023,1,"",0.281,137.993,4,0.12
0.0575,0.666,391375,0.726,"psytrance",0.883,7,0.635,-9.8,1,"",0.038,138.003,4,0.209
0.00013,0.641,453878,0.936,"psytrance",0.8,6,0.12,-6.148,1,"",0.0619,146.993,4,0.0975
0.000377,0.757,538180,0.878,"psytrance",0.901,10,0.138,-6.239,0,"",0.0504,131.998,4,0.0336
9.36e-05,0.61,460665,0.945,"psytrance",0.762,1,0.133,-5.022,1,"",0.0434,144.027,4,0.206
0.000768,0.683,371215,0.963,"psytrance",0.851,9,0.201,-7.894,1,"",0.066,142.006,4,0.497
5.07e-05,0.632,483310,0.99,"psytrance",0.752,6,0.964,-6.046,1,"",0.0488,145.001,4,0.248
0.0624,0.645,549933,0.766,"psytrance",0.887,6,0.0797,-9.506,1,"",0.038,130.988,4,0.147
0.000403,0.574,456828,0.926,"psytrance",0.686,1,0.37,-6.166,1,"",0.0344,145.007,4,0.102
0.138,0.747,560544,0.618,"psytrance",0.832,7,0.201,-12.004,1,"",0.119,137.997,4,0.0458
0.000185,0.536,538813,0.977,"psytrance",0.782,10,0.0866,-6.174,0,"",0.0367,146.987,4,0.166
0.000488,0.632,486857,0.941,"psytrance",0.846,11,0.278,-6.921,0,"",0.0764,140.028,4,0.044
0.00154,0.683,460000,0.872,"psytrance",0.806,9,0.361,-9.084,1,"",0.176,138.072,4,0.0661
0.00107,0.595,480545,0.661,"psytrance",0.856,11,0.203,-9.507,0,"",0.0383,135.978,3,0.0712
0.00128,0.629,468671,0.888,"psytrance",0.828,4,0.167,-8.758,0,"",0.0656,144.983,4,0.115
3.31e-05,0.702,458053,0.97,"psytrance",0.854,7,0.266,-6.569,1,"",0.043,142.993,4,0.602
0.000188,0.646,637000,0.957,"psytrance",0.851,0,0.115,-8.117,1,"",0.0505,145.022,4,0.753
0.00361,0.718,451971,0.826,"psytrance",0.836,8,0.0909,-8.25,1,"",0.0416,136.995,4,0.141
0.000122,0.632,481655,0.967,"psytrance",0.767,0,0.655,-6.162,1,"",0.0447,144.997,4,0.311
0.0622,0.759,426630,0.705,"psytrance",0.837,1,0.117,-6.857,1,"",0.0847,138.004,4,0.162
0.000609,0.518,418759,0.988,"psytrance",0.852,7,0.704,-5.684,1,"",0.0412,144.971,4,0.0916
6.44e-06,0.579,515733,0.967,"psytrance",0.802,11,0.271,-5.883,0,"",0.0543,150.014,4,0.326
0.0362,0.573,375462,0.926,"psytrance",0.877,6,0.344,-6.616,0,"",0.0548,129.984,4,0.727
0.00021,0.61,429650,0.992,"psytrance",0.528,1,0.577,-4.413,1,"",0.0784,143.003,3,0.154
0.00666,0.647,441739,0.811,"psytrance",0.736,9,0.0958,-5.782,1,"",0.0739,138.01,4,0.451
0.000173,0.565,510213,0.97,"psytrance",0.829,5,0.2,-7.75,0,"",0.045,142.973,3,0.0963
0.000133,0.741,430000,0.974,"psytrance",0.871,11,0.349,-5.588,0,"",0.0532,147.993,4,0.452
8.34e-05,0.661,432643,0.998,"psytrance",0.802,9,0.0889,-4.804,1,"",0.0767,140.022,4,0.0731
0.000615,0.594,462133,0.982,"psytrance",0.662,5,0.155,-4.119,0,"",0.0493,144.992,4,0.756
0.000269,0.483,474857,0.935,"psytrance",0.79,11,0.46,-5.827,0,"",0.108,139.979,4,0.467
0.000499,0.554,488451,0.936,"psytrance",0.793,6,0.183,-6.794,0,"",0.0517,142.008,4,0.0389
0.19,0.612,440240,0.711,"psytrance",0.871,9,0.0896,-9.151,0,"",0.0534,141.99,4,0.0721
0.00632,0.649,430794,0.871,"psytrance",0.802,7,0.716,-5.766,1,"",0.0949,148.001,4,0.244
0.000634,0.628,461920,0.848,"psytrance",0.653,7,0.117,-9.831,1,"",0.0405,145.992,4,0.249
0.000992,0.522,446434,0.99,"psytrance",0.802,10,0.267,-5.534,0,"",0.054,142.998,4,0.579
4.89e-06,0.551,434000,0.875,"psytrance",0.872,7,0.332,-8.487,1,"",0.0389,147.97,4,0.302
0.00127,0.62,441127,0.991,"psytrance",0.775,7,0.151,-5.608,1,"",0.0752,141.992,4,0.803
3.13e-05,0.625,459060,0.973,"psytrance",0.796,2,0.932,-5.628,1,"",0.0452,148.991,4,0.135
0.0118,0.589,473987,0.722,"psytrance",0.815,11,0.127,-10.824,0,"",0.0447,148.012,4,0.483
6.93e-06,0.742,470187,0.937,"psytrance",0.876,0,0.141,-7.08,1,"",0.0461,146.965,4,0.499
6.5e-05,0.685,446672,0.992,"psytrance",0.799,0,0.18,-6.707,1,"",0.053,144.996,4,0.64
0.000149,0.512,478375,0.97,"psytrance",0.931,8,0.658,-5.962,1,"",0.0543,148.02,4,0.313
0.0137,0.677,384000,0.773,"psytrance",0.75,7,0.162,-8.59,1,"",0.044,138.007,4,0.423
0.00206,0.719,308786,0.942,"psytrance",0.835,7,0.0931,-6.118,1,"",0.139,140.017,4,0.313
0.000802,0.73,404209,0.771,"psytrance",0.861,11,0.102,-7.906,0,"",0.0938,138.012,4,0.312
0.000963,0.667,481808,0.95,"psytrance",0.877,0,0.107,-6.696,1,"",0.0572,140.013,4,0.21
1.81e-06,0.785,398320,0.896,"psytrance",0.878,7,0.655,-9.574,1,"",0.0415,129.99,4,0.202
2.94e-05,0.632,402727,0.901,"psytrance",0.799,1,0.368,-8.136,1,"",0.0436,148.014,4,0.481
0.00024,0.646,417480,0.988,"psytrance",0.857,9,0.908,-6.069,1,"",0.0576,144.004,4,0.039
0.000888,0.7,400057,0.79,"psytrance",0.805,8,0.145,-4.014,1,"",0.0784,141.986,4,0.038
0.00946,0.52,150400,0.8,"psytrance",0.00118,8,0.335,-6.033,0,"",0.186,150.015,4,0.369
0.00384,0.415,227170,0.991,"psytrance",0.21,0,0.339,-5.354,1,"",0.473,137.996,4,0.053
0.00389,0.526,423358,0.928,"psytrance",0.136,7,0.361,-6.781,1,"",0.0713,138.079,4,0.188
0.000238,0.469,504828,0.986,"psytrance",0.435,4,0.08,-1.906,1,"",0.0587,144.995,4,0.0641
0.000389,0.692,324522,0.856,"psytrance",0.875,10,0.145,-7.086,0,"",0.0573,145.021,4,0.191
0.001,0.706,518696,0.951,"psytrance",0.858,1,0.21,-6.84,1,"",0.0468,137.995,4,0.338
0.000463,0.635,450866,0.799,"psytrance",0.64,11,0.137,-9.179,0,"",0.0662,140.029,4,0.0769
0.0136,0.55,667688,0.719,"psytrance",0.823,9,0.0823,-9.461,0,"",0.142,138.99,4,0.225
0.000404,0.667,349128,0.592,"psytrance",0.871,8,0.192,-13.226,1,"",0.0696,149.035,4,0.199
0.0434,0.636,470053,0.571,"psytrance",0.716,9,0.145,-13.205,0,"",0.0388,135.064,4,0.296
3.14e-05,0.58,423351,0.979,"psytrance",0.673,4,0.135,-6.191,0,"",0.048,147.994,3,0.187
3.03e-05,0.571,450207,0.959,"psytrance",0.87,7,0.198,-5.342,1,"",0.0675,145.002,4,0.178
3.26e-05,0.659,374128,0.982,"psytrance",0.714,2,0.252,-4.509,1,"",0.0554,144.986,4,0.334
0.000656,0.693,516420,0.977,"psytrance",0.851,11,0.0957,-8.882,0,"",0.0602,145.009,4,0.384
9.11e-05,0.462,361667,0.955,"psytrance",0.835,7,0.0986,-9.694,1,"",0.0433,144.047,4,0.368
0.00017,0.675,486857,0.964,"psytrance",0.834,9,0.17,-6.156,1,"",0.0487,140.005,4,0.0549
7.36e-06,0.655,435200,0.965,"psytrance",0.755,6,0.424,-6.198,1,"",0.0452,150.023,4,0.425
2.54e-05,0.561,523626,0.954,"psytrance",0.867,1,0.11,-6.88,1,"",0.0393,142.98,4,0.144
0.00223,0.655,476578,0.925,"psytrance",0.821,5,0.988,-7.227,1,"",0.0511,139.982,4,0.0679
0.000225,0.498,434216,0.864,"psytrance",0.543,11,0.269,-7.323,0,"",0.0398,138.008,4,0.0405
0.000232,0.662,347826,0.803,"psytrance",0.656,11,0.152,-7.508,0,"",0.151,138.001,4,0.158
0.00021,0.511,473461,0.991,"psytrance",0.757,1,0.0917,-6.028,1,"",0.108,144.987,4,0.0734
2.74e-05,0.491,498207,0.978,"psytrance",0.499,9,0.155,-4.189,1,"",0.0371,144.992,4,0.436
6.21e-05,0.6,473333,0.984,"psytrance",0.768,0,0.798,-6.098,1,"",0.0477,144.009,4,0.103
9.49e-05,0.579,530225,0.984,"psytrance",0.786,5,0.143,-7.937,0,"",0.117,154.996,3,0.0399
3.57e-05,0.748,447484,0.73,"psytrance",0.837,1,0.148,-7.22,1,"",0.0586,149.997,4,0.224
8.92e-05,0.618,516414,0.942,"psytrance",0.337,7,0.207,-8.51,1,"",0.0491,145.015,4,0.338
4.82e-05,0.514,638720,0.915,"psytrance",0.914,1,0.494,-6.111,1,"",0.0491,137.009,4,0.0389
1.21e-05,0.719,405410,0.965,"psytrance",0.775,7,0.937,-6.1,1,"",0.0439,148.01,4,0.408
0.00895,0.394,224348,0.869,"psytrance",0.655,6,0.157,-5.023,0,"",0.0821,137.94,4,0.0396
3.94e-05,0.615,439459,0.92,"psytrance",0.784,1,0.524,-6.468,1,"",0.0715,148.041,4,0.481
0.000473,0.571,390843,0.948,"psytrance",0.363,6,0.291,-3.869,0,"",0.0575,140.018,4,0.167
3.38e-05,0.57,463959,0.973,"psytrance",0.508,11,0.883,-4.453,0,"",0.0641,146.021,4,0.461
0.0013,0.628,507234,0.801,"psytrance",0.798,1,0.13,-8.337,1,"",0.0321,141.026,4,0.0637
2.03e-05,0.577,501667,0.952,"psytrance",0.851,1,0.672,-6.444,1,"",0.0435,144.005,4,0.306
0.000645,0.759,390796,0.862,"psytrance",0.891,9,0.0724,-8.454,1,"",0.0717,140.021,3,0.0329
0.0113,0.613,507975,0.862,"psytrance",0.9,4,0.719,-8.727,0,"",0.0827,138.006,4,0.566
0.00011,0.64,438857,0.973,"psytrance",0.691,4,0.269,-6.223,0,"",0.0433,139.974,4,0.186
0.000316,0.522,451065,0.847,"psytrance",0.888,5,0.122,-7.666,0,"",0.0495,150.021,4,0.165
4.05e-05,0.656,555524,0.928,"psytrance",0.773,9,0.506,-6.064,1,"",0.048,143.009,4,0.409
0.000205,0.315,540500,0.977,"psytrance",0.718,7,0.129,-6.089,1,"",0.0668,144.952,4,0.1
6.39e-05,0.556,427397,0.966,"psytrance",0.826,1,0.351,-5.797,1,"",0.0422,145.979,4,0.148
3e-04,0.507,545455,0.941,"psytrance",0.744,1,0.126,-6.189,1,"",0.0845,153.907,4,0.518
0.000127,0.593,422400,0.955,"psytrance",0.846,2,0.0639,-6.529,1,"",0.0513,149.975,3,0.374
2.39e-05,0.677,470402,0.975,"psytrance",0.85,5,0.0973,-6.155,0,"",0.0568,146.006,4,0.406
6.37e-05,0.55,480000,0.956,"psytrance",0.859,8,0.245,-6.182,1,"",0.0404,139.989,4,0.192
0.000108,0.505,447123,0.997,"psytrance",0.78,7,0.149,-4.936,1,"",0.0469,145.999,4,0.347
0.0041,0.654,459429,0.912,"psytrance",0.888,1,0.209,-6.892,1,"",0.0936,140.008,4,0.14
0.00336,0.598,467760,0.787,"psytrance",0.657,1,0.65,-6.758,1,"",0.0388,142.011,4,0.0848
0.00346,0.771,506609,0.933,"psytrance",0.766,11,0.108,-6.822,0,"",0.0512,140.033,4,0.0376
0.000305,0.575,429718,0.897,"psytrance",0.77,7,0.672,-7.888,1,"",0.0419,142.965,4,0.514
0.000225,0.587,559375,0.811,"psytrance",0.797,7,0.35,-8.52,1,"",0.0375,137.007,4,0.072
0.000268,0.617,443077,0.887,"psytrance",0.876,10,0.38,-8.709,0,"",0.0506,143.023,4,0.256
4.5e-05,0.496,418333,0.965,"psytrance",0.793,9,0.34,-5.827,1,"",0.038,144.009,4,0.235
0.000837,0.708,462609,0.817,"psytrance",0.806,1,0.0827,-6.502,1,"",0.0939,137.989,4,0.0581
1.99e-05,0.726,435613,0.95,"psytrance",0.841,7,0.748,-6.561,1,"",0.0748,148.042,3,0.528
5.69e-05,0.644,470799,0.976,"psytrance",0.778,11,0.955,-4.587,0,"",0.0473,149.027,4,0.39
0.034,0.69,415775,0.775,"psytrance",0.362,1,0.368,-8.21,1,"",0.0649,141.99,4,0.239
0.00644,0.361,387428,0.977,"psytrance",0.723,7,0.573,-5.044,1,"",0.171,139.968,4,0.0702
0.00124,0.6,418657,0.855,"psytrance",0.673,10,0.12,-7.115,0,"",0.0529,141.994,4,0.237
0.00237,0.602,425111,0.865,"psytrance",0.798,2,0.09,-7.096,1,"",0.0318,135.001,4,0.212
0.000542,0.646,485544,0.887,"psytrance",0.803,11,0.147,-7.397,0,"",0.0405,137.974,4,0.147
0.00957,0.743,339021,0.886,"psytrance",0.681,5,0.0917,-4.886,0,"",0.0553,143.022,4,0.345
0.0128,0.403,490286,0.949,"psytrance",0.757,4,0.3,-5.621,1,"",0.106,139.766,4,0.166
0.000218,0.576,456857,0.983,"psytrance",0.702,11,0.225,-6.157,0,"",0.0862,140.016,4,0.366
0.000808,0.598,404899,0.901,"psytrance",0.107,6,0.107,-2.682,0,"",0.125,143.997,4,0.0996
0.0194,0.651,277200,0.622,"psytrance",0.00673,11,0.291,-11.199,0,"",0.031,135.029,3,0.291
1.85e-05,0.541,471316,0.969,"psytrance",0.655,1,0.21,-5.076,1,"",0.038,152.018,4,0.345
0.000815,0.532,530019,0.915,"psytrance",0.721,7,0.654,-5.463,1,"",0.0554,144.001,4,0.142
4.97e-05,0.54,453878,0.988,"psytrance",0.812,5,0.669,-4.372,0,"",0.0475,146.986,4,0.234
0.00055,0.622,496552,0.878,"psytrance",0.907,2,0.698,-5.603,1,"",0.0505,144.978,4,0.483
0.000217,0.527,433655,0.97,"psytrance",0.854,6,0.411,-6.483,0,"",0.0374,145.003,4,0.322
0.000595,0.706,493714,0.911,"psytrance",0.883,7,0.232,-7.184,1,"",0.0501,140.015,4,0.068
7.82e-05,0.616,473878,0.738,"psytrance",0.767,8,0.339,-8.073,1,"",0.0547,140.017,4,0.175
0.000619,0.609,521143,0.879,"psytrance",0.845,6,0.126,-8.172,0,"",0.0476,140.012,4,0.159
0.000131,0.716,450414,0.898,"psytrance",0.813,0,0.356,-6.166,1,"",0.045,144.99,4,0.0584
0.000407,0.644,400552,0.852,"psytrance",0.823,7,0.138,-8.006,1,"",0.0474,145.003,4,0.0633
0.000785,0.604,509143,0.935,"psytrance",0.847,7,0.0841,-6.905,1,"",0.0418,139.964,4,0.232
0.000279,0.65,472955,0.966,"psytrance",0.868,2,0.0832,-7.781,1,"",0.0645,136.005,4,0.0356
0.000518,0.68,453878,0.916,"psytrance",0.797,11,0.337,-5.096,0,"",0.0481,147.012,4,0.356
0.00034,0.601,478012,0.831,"psytrance",0.826,0,0.408,-8.317,1,"",0.0382,135.001,4,0.0778
0.0012,0.635,489796,0.952,"psytrance",0.829,1,0.477,-6.452,1,"",0.0467,146.982,4,0.344
0.00255,0.537,502857,0.972,"psytrance",0.87,0,0.125,-5.999,1,"",0.0578,146.986,4,0.182
0.00204,0.68,468020,0.821,"psytrance",0.823,10,0.353,-8.116,0,"",0.0479,132.973,4,0.126
0.00119,0.726,443478,0.96,"psytrance",0.844,0,0.58,-6.948,1,"",0.0473,138.004,4,0.12
1.38e-05,0.611,387945,0.965,"psytrance",0.881,1,0.919,-6.657,1,"",0.0464,146.027,4,0.329
0.000335,0.596,450804,0.991,"psytrance",0.749,11,0.32,-5.963,0,"",0.0723,145.002,4,0.501
2.38e-05,0.493,457143,0.992,"psytrance",0.852,7,0.804,-5.009,1,"",0.0783,147.013,4,0.52
0.000548,0.586,388333,0.975,"psytrance",0.696,6,0.532,-6.509,0,"",0.0746,144.044,4,0.0742
7.68e-05,0.635,441601,0.795,"psytrance",0.76,11,0.151,-6.225,0,"",0.0432,146.981,4,0.349
4.07e-05,0.683,468333,0.976,"psytrance",0.798,7,0.332,-5.157,1,"",0.0503,143.99,4,0.426
0.000138,0.585,460541,0.917,"psytrance",0.813,8,0.355,-6.738,1,"",0.0314,147.989,4,0.19
0.000216,0.561,442394,0.88,"psytrance",0.746,1,0.168,-7.362,0,"",0.0378,141.985,4,0.0655
0.00129,0.632,415968,0.725,"psytrance",0.671,11,0.928,-7.815,0,"",0.0488,144.997,4,0.13
7.97e-05,0.433,442212,0.995,"psytrance",0.899,10,0.362,-7.52,0,"",0.0734,156.048,4,0.38
1.9e-05,0.702,432000,0.966,"psytrance",0.831,6,0.146,-8.045,0,"",0.0597,148.012,4,0.357
0.00118,0.641,427308,0.822,"psytrance",0.821,11,0.114,-5.355,1,"",0.0875,143.007,4,0.171
0.000336,0.774,502987,0.869,"psytrance",0.813,11,0.163,-7.335,0,"",0.0526,138.008,4,0.0675
0.0211,0.67,352533,0.994,"psytrance",0.86,6,0.126,-6.518,1,"",0.113,142.007,4,0.494
0.00103,0.648,514783,0.919,"psytrance",0.795,11,0.0558,-7.398,0,"",0.0423,138.008,4,0.0379
0.0039,0.363,385383,0.879,"psytrance",0.799,2,0.104,-8.785,1,"",0.0719,134.979,4,0.626
0.00154,0.662,350306,0.49,"psytrance",0.891,1,0.0874,-16.04,0,"",0.0514,136.979,4,0.188
2.82e-05,0.589,470069,0.955,"psytrance",0.83,0,0.2,-5.712,1,"",0.0419,145.009,4,0.119
0.000222,0.49,476747,0.997,"psytrance",0.774,7,0.124,-4.761,1,"",0.0841,146.012,4,0.287
9.77e-05,0.598,422375,0.95,"psytrance",0.789,11,0.672,-7.023,0,"",0.0495,137.993,4,0.118
0.000139,0.668,532399,0.968,"psytrance",0.83,2,0.109,-5.842,1,"",0.0442,141.978,4,0.432
0.0131,0.607,509922,0.874,"psytrance",0.828,11,0.0931,-10.257,0,"",0.071,140.029,4,0.455
0.000195,0.745,421000,0.967,"psytrance",0.811,7,0.101,-5.786,1,"",0.0898,148.017,4,0.322
0.00376,0.614,576000,0.925,"psytrance",0.929,2,0.0708,-7.462,0,"",0.0808,134.99,4,0.427
0.000279,0.61,435789,0.9,"psytrance",0.7,6,0.761,-7.812,0,"",0.0438,152.019,4,0.167
0.000212,0.601,546207,0.975,"psytrance",0.853,1,0.168,-6.232,1,"",0.088,144.998,4,0.0386
0.000129,0.666,396486,0.962,"psytrance",0.825,11,0.719,-6.612,0,"",0.0571,150.019,4,0.19
0.000308,0.632,450207,0.964,"psytrance",0.742,0,0.441,-6.334,1,"",0.0443,145.007,4,0.083
1.62e-05,0.558,463201,0.981,"psytrance",0.783,1,0.37,-5.209,0,"",0.0603,143.008,4,0.31
3.33e-05,0.6,441081,0.991,"psytrance",0.76,11,0.238,-4.778,1,"",0.0649,148.016,4,0.517
0.00281,0.759,441681,0.832,"psytrance",0.876,8,0.0584,-7.139,1,"",0.0761,138.002,4,0.0799
0.0498,0.728,413379,0.686,"psytrance",0.655,2,0.179,-8.798,0,"",0.0801,140.01,4,0.291
0.00348,0.603,432000,0.699,"psytrance",0.89,0,0.106,-8.298,0,"",0.0509,140.006,4,0.15
0.0207,0.713,495208,0.798,"psytrance",0.847,7,0.171,-7.459,1,"",0.0491,137.983,4,0.182
0.000823,0.574,440184,0.998,"psytrance",0.825,1,0.368,-6.763,1,"",0.0754,140.01,4,0.547
0.00187,0.605,541714,0.934,"psytrance",0.833,6,0.101,-7.757,0,"",0.0445,140.01,4,0.0416
0.000282,0.461,431304,0.986,"psytrance",0.764,0,0.813,-6.064,1,"",0.0482,138.004,4,0.227
0.163,0.637,479610,0.81,"psytrance",0.734,0,0.123,-8.488,1,"",0.106,144.017,4,0.632
0.000147,0.629,433333,0.937,"psytrance",0.718,2,0.113,-5.251,1,"",0.0381,144.012,4,0.244
0.000371,0.575,436965,0.985,"psytrance",0.815,7,0.12,-5.7,1,"",0.0645,144.998,4,0.555
0.00629,0.539,421573,0.987,"psytrance",0.698,10,0.103,-5.412,0,"",0.0734,145.012,4,0.276
0.0046,0.614,428571,0.9,"psytrance",0.829,6,0.161,-6.313,0,"",0.0687,140.034,4,0.0388
5.4e-05,0.595,420625,0.975,"psytrance",0.808,7,0.392,-5.845,1,"",0.0669,149.988,4,0.112
0.000118,0.576,490640,0.908,"psytrance",0.655,7,0.276,-8.626,1,"",0.0455,142.014,4,0.112
0.000863,0.538,428690,0.923,"psytrance",0.661,5,0.683,-6.57,0,"",0.0429,144.999,4,0.224
8.07e-05,0.69,458830,0.931,"psytrance",0.855,7,0.514,-5.477,1,"",0.067,140.017,4,0.158
4.12e-05,0.65,392571,0.927,"psytrance",0.811,10,0.352,-5.963,0,"",0.0349,140.008,4,0.337
0.00014,0.61,481644,0.923,"psytrance",0.738,0,0.757,-5.91,1,"",0.0506,146.025,4,0.422
4.85e-05,0.606,402207,0.972,"psytrance",0.784,6,0.582,-5.087,0,"",0.0544,145.01,4,0.154
0.000745,0.677,425387,0.952,"psytrance",0.824,1,0.147,-5.536,1,"",0.0593,145.022,4,0.331
0.000327,0.689,411549,0.886,"psytrance",0.732,8,0.166,-6.599,1,"",0.102,142.011,4,0.0376
3.03e-05,0.608,436216,0.981,"psytrance",0.766,7,0.341,-5.676,1,"",0.0408,148.006,4,0.493
0.000345,0.577,486761,0.951,"psytrance",0.845,9,0.766,-7.188,1,"",0.0359,141.981,4,0.502
0.00263,0.6,397241,0.946,"psytrance",0.862,9,0.123,-4.755,1,"",0.162,145.015,4,0.208
0.00125,0.592,449143,0.75,"psytrance",0.767,1,0.131,-6.061,0,"",0.0393,140.026,4,0.255
0.00895,0.394,224348,0.869,"psytrance",0.655,6,0.157,-5.023,0,"",0.0821,137.94,4,0.0396
0.000169,0.588,466573,0.992,"psytrance",0.72,9,0.271,-6.825,1,"",0.0843,142.976,4,0.392
0.000369,0.617,506712,0.964,"psytrance",0.816,0,0.695,-6.111,1,"",0.0543,145.96,4,0.0389
2.25e-05,0.734,444500,0.978,"psytrance",0.812,11,0.0998,-5.944,0,"",0.0619,148.028,4,0.659
9.73e-05,0.573,433600,0.933,"psytrance",0.73,11,0.693,-7.264,0,"",0.0476,150.001,3,0.763
4.79e-05,0.491,463999,0.942,"psytrance",0.725,11,0.93,-9.454,0,"",0.0464,150.004,4,0.34
0.000553,0.66,471947,0.855,"psytrance",0.766,6,0.114,-8.156,0,"",0.0439,146.029,4,0.205
0.00332,0.623,382286,0.974,"psytrance",0.645,4,0.206,-5.827,1,"",0.0782,139.993,4,0.423
5.13e-05,0.449,437260,0.969,"psytrance",0.894,7,0.32,-5.471,1,"",0.048,145.999,4,0.418
0.00151,0.574,518167,0.892,"psytrance",0.775,7,0.112,-6.642,1,"",0.0477,140.017,4,0.0569
0.00368,0.654,440267,0.82,"psytrance",0.364,2,0.195,-5.769,1,"",0.0648,145.002,4,0.617
4.18e-05,0.617,441667,0.977,"psytrance",0.871,1,0.283,-4.722,1,"",0.0428,144.004,4,0.125
5.78e-05,0.631,499448,0.982,"psytrance",0.761,5,0.117,-7.087,0,"",0.0521,145.007,4,0.196
0.00234,0.7,412628,0.847,"psytrance",0.732,9,0.602,-6.661,1,"",0.0472,142.012,4,0.139
0.000324,0.719,395652,0.882,"psytrance",0.846,7,0.115,-6.621,1,"",0.0529,139.02,4,0.283
0.000226,0.668,514000,0.945,"psytrance",0.817,7,0.112,-7.585,1,"",0.0404,137.996,4,0.0777
